treatment_class,treatment,orig_var,variable,value,replacement
MappedCodeTransform,deviation_code,v_3814,v_3814_deviation_code,b,1.5489577256012053
MappedCodeTransform,prevalence_code,v_3814,v_3814_prevalence_code,a,0.43
MappedCodeTransform,prevalence_code,v_3814,v_3814_prevalence_code,b,0.57
IndicatorCodeTransform,indicator_code,v_3814,v_3814_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_3814,v_3814_lev_a,a,1.0
MappedCodeTransform,impact_code,v_4801,v_4801_impact_code,a,-0.00322688221534826
MappedCodeTransform,impact_code,v_4801,v_4801_impact_code,b,0.0026347693636780975
MappedCodeTransform,deviation_code,v_4801,v_4801_deviation_code,a,1.3577204920076242
MappedCodeTransform,deviation_code,v_4801,v_4801_deviation_code,b,1.5057918998264257
MappedCodeTransform,prevalence_code,v_4801,v_4801_prevalence_code,a,0.45
MappedCodeTransform,prevalence_code,v_4801,v_4801_prevalence_code,b,0.55
IndicatorCodeTransform,indicator_code,v_4801,v_4801_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_4801,v_4801_lev_a,a,1.0
MappedCodeTransform,impact_code,v_2409,v_2409_impact_code,a,-0.0005093086159649114
MappedCodeTransform,impact_code,v_2409,v_2409_impact_code,b,0.0007041830033214422
MappedCodeTransform,deviation_code,v_2409,v_2409_deviation_code,a,1.5685823836534325
MappedCodeTransform,deviation_code,v_2409,v_2409_deviation_code,b,1.324180760777409
MappedCodeTransform,prevalence_code,v_2409,v_2409_prevalence_code,a,0.46
MappedCodeTransform,prevalence_code,v_2409,v_2409_prevalence_code,b,0.54
IndicatorCodeTransform,indicator_code,v_2409,v_2409_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_2409,v_2409_lev_a,a,1.0
MappedCodeTransform,impact_code,v_3617,v_3617_impact_code,a,0.030292700565182823
MappedCodeTransform,impact_code,v_3617,v_3617_impact_code,b,-0.037827247724178566
MappedCodeTransform,deviation_code,v_3617,v_3617_deviation_code,a,1.544156818134728
MappedCodeTransform,deviation_code,v_3617,v_3617_deviation_code,b,1.318550266918073
MappedCodeTransform,prevalence_code,v_3617,v_3617_prevalence_code,a,0.51
MappedCodeTransform,prevalence_code,v_3617,v_3617_prevalence_code,b,0.49
IndicatorCodeTransform,indicator_code,v_3617,v_3617_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_3617,v_3617_lev_b,b,1.0
MappedCodeTransform,impact_code,v_438,v_438_impact_code,a,-0.0022932895593157122
MappedCodeTransform,impact_code,v_438,v_438_impact_code,b,0.003157667469492682
MappedCodeTransform,deviation_code,v_438,v_438_deviation_code,a,1.5364566522267669
MappedCodeTransform,deviation_code,v_438,v_438_deviation_code,b,1.303491068317712
MappedCodeTransform,prevalence_code,v_438,v_438_prevalence_code,a,0.57
MappedCodeTransform,prevalence_code,v_438,v_438_prevalence_code,b,0.43
IndicatorCodeTransform,indicator_code,v_438,v_438_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_438,v_438_lev_b,b,1.0
MappedCodeTransform,impact_code,v_1772,v_1772_impact_code,a,0.011885909084241243
MappedCodeTransform,impact_code,v_1772,v_1772_impact_code,b,-0.011158574063038326
MappedCodeTransform,deviation_code,v_1772,v_1772_deviation_code,a,1.4284471266165968
MappedCodeTransform,deviation_code,v_1772,v_1772_deviation_code,b,1.449332954110726
MappedCodeTransform,prevalence_code,v_1772,v_1772_prevalence_code,a,0.44
MappedCodeTransform,prevalence_code,v_1772,v_1772_prevalence_code,b,0.56
IndicatorCodeTransform,indicator_code,v_1772,v_1772_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_1772,v_1772_lev_a,a,1.0
MappedCodeTransform,impact_code,v_2698,v_2698_impact_code,a,-0.09132456504180736
MappedCodeTransform,impact_code,v_2698,v_2698_impact_code,b,0.07513453641689659
MappedCodeTransform,deviation_code,v_2698,v_2698_deviation_code,a,1.2441509056047484
MappedCodeTransform,deviation_code,v_2698,v_2698_deviation_code,b,1.6134893831645847
MappedCodeTransform,prevalence_code,v_2698,v_2698_prevalence_code,a,0.52
MappedCodeTransform,prevalence_code,v_2698,v_2698_prevalence_code,b,0.48
IndicatorCodeTransform,indicator_code,v_2698,v_2698_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_2698,v_2698_lev_b,b,1.0
MappedCodeTransform,impact_code,v_1440,v_1440_impact_code,a,-0.03543766674489523
MappedCodeTransform,impact_code,v_1440,v_1440_impact_code,b,0.03865302230575681
MappedCodeTransform,deviation_code,v_1440,v_1440_deviation_code,a,1.5409685649214986
MappedCodeTransform,deviation_code,v_1440,v_1440_deviation_code,b,1.3515408743095163
MappedCodeTransform,prevalence_code,v_1440,v_1440_prevalence_code,a,0.44
MappedCodeTransform,prevalence_code,v_1440,v_1440_prevalence_code,b,0.56
IndicatorCodeTransform,indicator_code,v_1440,v_1440_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_1440,v_1440_lev_a,a,1.0
MappedCodeTransform,impact_code,v_4960,v_4960_impact_code,a,0.007383038452737929
MappedCodeTransform,impact_code,v_4960,v_4960_impact_code,b,-0.013329347094744641
MappedCodeTransform,deviation_code,v_4960,v_4960_deviation_code,a,1.728657734925398
MappedCodeTransform,deviation_code,v_4960,v_4960_deviation_code,b,1.1787540695242569
MappedCodeTransform,prevalence_code,v_4960,v_4960_prevalence_code,a,0.43
MappedCodeTransform,prevalence_code,v_4960,v_4960_prevalence_code,b,0.57
IndicatorCodeTransform,indicator_code,v_4960,v_4960_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_4960,v_4960_lev_a,a,1.0
MappedCodeTransform,impact_code,v_4105,v_4105_impact_code,a,0.020208403140397846
MappedCodeTransform,impact_code,v_4105,v_4105_impact_code,b,-0.015693754763645824
MappedCodeTransform,deviation_code,v_4105,v_4105_deviation_code,a,1.3145240156654652
MappedCodeTransform,deviation_code,v_4105,v_4105_deviation_code,b,1.559224324292175
MappedCodeTransform,prevalence_code,v_4105,v_4105_prevalence_code,a,0.51
MappedCodeTransform,prevalence_code,v_4105,v_4105_prevalence_code,b,0.49
IndicatorCodeTransform,indicator_code,v_4105,v_4105_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_4105,v_4105_lev_b,b,1.0
MappedCodeTransform,impact_code,v_3697,v_3697_impact_code,a,-0.1070036523921982
MappedCodeTransform,impact_code,v_3697,v_3697_impact_code,b,0.15183034996396155
MappedCodeTransform,deviation_code,v_3697,v_3697_deviation_code,a,1.5637330921009287
MappedCodeTransform,deviation_code,v_3697,v_3697_deviation_code,b,1.2249448228022939
MappedCodeTransform,prevalence_code,v_3697,v_3697_prevalence_code,a,0.57
MappedCodeTransform,prevalence_code,v_3697,v_3697_prevalence_code,b,0.43
IndicatorCodeTransform,indicator_code,v_3697,v_3697_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_3697,v_3697_lev_b,b,1.0
MappedCodeTransform,impact_code,v_3946,v_3946_impact_code,a,0.0007862774131734431
MappedCodeTransform,impact_code,v_3946,v_3946_impact_code,b,-0.000696449542673467
MappedCodeTransform,deviation_code,v_3946,v_3946_deviation_code,a,1.3936215867671482
MappedCodeTransform,deviation_code,v_3946,v_3946_deviation_code,b,1.4826274073662105
MappedCodeTransform,prevalence_code,v_3946,v_3946_prevalence_code,a,0.47
MappedCodeTransform,prevalence_code,v_3946,v_3946_prevalence_code,b,0.53
IndicatorCodeTransform,indicator_code,v_3946,v_3946_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_3946,v_3946_lev_a,a,1.0
MappedCodeTransform,impact_code,v_4200,v_4200_impact_code,a,-0.2294836225591007
MappedCodeTransform,impact_code,v_4200,v_4200_impact_code,b,0.24446414456408533
MappedCodeTransform,deviation_code,v_4200,v_4200_deviation_code,a,1.5811009724490483
MappedCodeTransform,deviation_code,v_4200,v_4200_deviation_code,b,1.2256647884442118
MappedCodeTransform,prevalence_code,v_4200,v_4200_prevalence_code,a,0.49
MappedCodeTransform,prevalence_code,v_4200,v_4200_prevalence_code,b,0.51
IndicatorCodeTransform,indicator_code,v_4200,v_4200_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_4200,v_4200_lev_a,a,1.0
MappedCodeTransform,impact_code,v_2935,v_2935_impact_code,a,-0.08256199651264912
MappedCodeTransform,impact_code,v_2935,v_2935_impact_code,b,0.08982306342915423
MappedCodeTransform,deviation_code,v_2935,v_2935_deviation_code,a,1.5344042338187194
MappedCodeTransform,deviation_code,v_2935,v_2935_deviation_code,b,1.3324099199982273
MappedCodeTransform,prevalence_code,v_2935,v_2935_prevalence_code,a,0.48
MappedCodeTransform,prevalence_code,v_2935,v_2935_prevalence_code,b,0.52
IndicatorCodeTransform,indicator_code,v_2935,v_2935_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_2935,v_2935_lev_a,a,1.0
MappedCodeTransform,impact_code,v_3349,v_3349_impact_code,a,0.04568353553289916
MappedCodeTransform,impact_code,v_3349,v_3349_impact_code,b,-0.03717972209683007
MappedCodeTransform,deviation_code,v_3349,v_3349_deviation_code,a,1.4295902183451552
MappedCodeTransform,deviation_code,v_3349,v_3349_deviation_code,b,1.4419379557930272
MappedCodeTransform,prevalence_code,v_3349,v_3349_prevalence_code,a,0.37
MappedCodeTransform,prevalence_code,v_3349,v_3349_prevalence_code,b,0.63
IndicatorCodeTransform,indicator_code,v_3349,v_3349_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_3349,v_3349_lev_a,a,1.0
MappedCodeTransform,impact_code,v_1638,v_1638_impact_code,a,-0.08755730825279787
MappedCodeTransform,impact_code,v_1638,v_1638_impact_code,b,0.11098747511781687
MappedCodeTransform,deviation_code,v_1638,v_1638_deviation_code,a,1.5589327602695293
MappedCodeTransform,deviation_code,v_1638,v_1638_deviation_code,b,1.2724413597633721
MappedCodeTransform,prevalence_code,v_1638,v_1638_prevalence_code,a,0.53
MappedCodeTransform,prevalence_code,v_1638,v_1638_prevalence_code,b,0.47
IndicatorCodeTransform,indicator_code,v_1638,v_1638_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_1638,v_1638_lev_b,b,1.0
MappedCodeTransform,impact_code,v_3740,v_3740_impact_code,a,-0.057517017699837976
MappedCodeTransform,impact_code,v_3740,v_3740_impact_code,b,0.05285078932942602
MappedCodeTransform,deviation_code,v_3740,v_3740_deviation_code,a,1.4492265741738475
MappedCodeTransform,deviation_code,v_3740,v_3740_deviation_code,b,1.4256328101860005
MappedCodeTransform,prevalence_code,v_3740,v_3740_prevalence_code,a,0.44
MappedCodeTransform,prevalence_code,v_3740,v_3740_prevalence_code,b,0.56
IndicatorCodeTransform,indicator_code,v_3740,v_3740_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_3740,v_3740_lev_a,a,1.0
MappedCodeTransform,impact_code,v_4531,v_4531_impact_code,a,-0.03478729749357763
MappedCodeTransform,impact_code,v_4531,v_4531_impact_code,b,0.036211187618231666
MappedCodeTransform,deviation_code,v_4531,v_4531_deviation_code,a,1.5109395486012922
MappedCodeTransform,deviation_code,v_4531,v_4531_deviation_code,b,1.3780752456840648
MappedCodeTransform,prevalence_code,v_4531,v_4531_prevalence_code,a,0.44
MappedCodeTransform,prevalence_code,v_4531,v_4531_prevalence_code,b,0.56
IndicatorCodeTransform,indicator_code,v_4531,v_4531_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_4531,v_4531_lev_a,a,1.0
MappedCodeTransform,impact_code,v_2781,v_2781_impact_code,a,1.7269393634954588e-05
MappedCodeTransform,impact_code,v_2781,v_2781_impact_code,b,-1.5687117985565017e-05
MappedCodeTransform,deviation_code,v_2781,v_2781_deviation_code,a,1.4018763646514123
MappedCodeTransform,deviation_code,v_2781,v_2781_deviation_code,b,1.4720153529208628
MappedCodeTransform,prevalence_code,v_2781,v_2781_prevalence_code,a,0.44
MappedCodeTransform,prevalence_code,v_2781,v_2781_prevalence_code,b,0.56
IndicatorCodeTransform,indicator_code,v_2781,v_2781_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_2781,v_2781_lev_a,a,1.0
MappedCodeTransform,impact_code,v_638,v_638_impact_code,a,-0.011523830962277291
MappedCodeTransform,impact_code,v_638,v_638_impact_code,b,0.012707066749740214
MappedCodeTransform,deviation_code,v_638,v_638_deviation_code,a,1.4620125956436445
MappedCodeTransform,deviation_code,v_638,v_638_deviation_code,b,1.4116923587913575
MappedCodeTransform,prevalence_code,v_638,v_638_prevalence_code,a,0.56
MappedCodeTransform,prevalence_code,v_638,v_638_prevalence_code,b,0.44
IndicatorCodeTransform,indicator_code,v_638,v_638_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_638,v_638_lev_b,b,1.0
MappedCodeTransform,impact_code,v_4910,v_4910_impact_code,a,0.005622511689607998
MappedCodeTransform,impact_code,v_4910,v_4910_impact_code,b,-0.007219525186117621
MappedCodeTransform,deviation_code,v_4910,v_4910_deviation_code,a,1.5359584950415988
MappedCodeTransform,deviation_code,v_4910,v_4910_deviation_code,b,1.334400290949799
MappedCodeTransform,prevalence_code,v_4910,v_4910_prevalence_code,a,0.51
MappedCodeTransform,prevalence_code,v_4910,v_4910_prevalence_code,b,0.49
IndicatorCodeTransform,indicator_code,v_4910,v_4910_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_4910,v_4910_lev_b,b,1.0
MappedCodeTransform,impact_code,v_2755,v_2755_impact_code,a,0.16186372634773788
MappedCodeTransform,impact_code,v_2755,v_2755_impact_code,b,-0.16006703449214849
MappedCodeTransform,deviation_code,v_2755,v_2755_deviation_code,a,1.3057283321384354
MappedCodeTransform,deviation_code,v_2755,v_2755_deviation_code,b,1.5457375309409127
MappedCodeTransform,prevalence_code,v_2755,v_2755_prevalence_code,a,0.53
MappedCodeTransform,prevalence_code,v_2755,v_2755_prevalence_code,b,0.47
IndicatorCodeTransform,indicator_code,v_2755,v_2755_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_2755,v_2755_lev_b,b,1.0
MappedCodeTransform,impact_code,v_2592,v_2592_impact_code,a,0.011415996383574895
MappedCodeTransform,impact_code,v_2592,v_2592_impact_code,b,-0.006564955515757537
MappedCodeTransform,deviation_code,v_2592,v_2592_deviation_code,a,1.1848989318638938
MappedCodeTransform,deviation_code,v_2592,v_2592_deviation_code,b,1.612459750851308
MappedCodeTransform,prevalence_code,v_2592,v_2592_prevalence_code,a,0.44
MappedCodeTransform,prevalence_code,v_2592,v_2592_prevalence_code,b,0.56
IndicatorCodeTransform,indicator_code,v_2592,v_2592_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_2592,v_2592_lev_a,a,1.0
MappedCodeTransform,impact_code,v_2581,v_2581_impact_code,a,-0.0018034007227252236
MappedCodeTransform,impact_code,v_2581,v_2581_impact_code,b,0.0017507710768072718
MappedCodeTransform,deviation_code,v_2581,v_2581_deviation_code,a,1.4288377806831039
MappedCodeTransform,deviation_code,v_2581,v_2581_deviation_code,b,1.4553741874480253
MappedCodeTransform,prevalence_code,v_2581,v_2581_prevalence_code,a,0.53
MappedCodeTransform,prevalence_code,v_2581,v_2581_prevalence_code,b,0.47
IndicatorCodeTransform,indicator_code,v_2581,v_2581_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_2581,v_2581_lev_b,b,1.0
MappedCodeTransform,impact_code,v_535,v_535_impact_code,a,-0.11240261580772432
MappedCodeTransform,impact_code,v_535,v_535_impact_code,b,0.10201105452648378
MappedCodeTransform,deviation_code,v_535,v_535_deviation_code,a,1.3615878111311608
MappedCodeTransform,deviation_code,v_535,v_535_deviation_code,b,1.4937244596097436
MappedCodeTransform,prevalence_code,v_535,v_535_prevalence_code,a,0.49
MappedCodeTransform,prevalence_code,v_535,v_535_prevalence_code,b,0.51
IndicatorCodeTransform,indicator_code,v_535,v_535_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_535,v_535_lev_a,a,1.0
MappedCodeTransform,impact_code,v_4213,v_4213_impact_code,a,-0.026979688847404978
MappedCodeTransform,impact_code,v_4213,v_4213_impact_code,b,0.023418517510048798
MappedCodeTransform,deviation_code,v_4213,v_4213_deviation_code,a,1.3540146846952579
MappedCodeTransform,deviation_code,v_4213,v_4213_deviation_code,b,1.529134777468151
MappedCodeTransform,prevalence_code,v_4213,v_4213_prevalence_code,a,0.53
MappedCodeTransform,prevalence_code,v_4213,v_4213_prevalence_code,b,0.47
IndicatorCodeTransform,indicator_code,v_4213,v_4213_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_4213,v_4213_lev_b,b,1.0
MappedCodeTransform,impact_code,v_1710,v_1710_impact_code,a,0.14437515763864783
MappedCodeTransform,impact_code,v_1710,v_1710_impact_code,b,-0.11242675628143169
MappedCodeTransform,deviation_code,v_1710,v_1710_deviation_code,a,1.3172940212793853
MappedCodeTransform,deviation_code,v_1710,v_1710_deviation_code,b,1.5092746167599327
MappedCodeTransform,prevalence_code,v_1710,v_1710_prevalence_code,a,0.44
MappedCodeTransform,prevalence_code,v_1710,v_1710_prevalence_code,b,0.56
IndicatorCodeTransform,indicator_code,v_1710,v_1710_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_1710,v_1710_lev_a,a,1.0
MappedCodeTransform,impact_code,v_841,v_841_impact_code,a,-0.009897887691539944
MappedCodeTransform,impact_code,v_841,v_841_impact_code,b,0.013249854755795664
MappedCodeTransform,deviation_code,v_841,v_841_deviation_code,a,1.5230546590195646
MappedCodeTransform,deviation_code,v_841,v_841_deviation_code,b,1.3165013699011228
MappedCodeTransform,prevalence_code,v_841,v_841_prevalence_code,a,0.58
MappedCodeTransform,prevalence_code,v_841,v_841_prevalence_code,b,0.42
IndicatorCodeTransform,indicator_code,v_841,v_841_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_841,v_841_lev_b,b,1.0
MappedCodeTransform,impact_code,v_4174,v_4174_impact_code,a,-0.04027938061649976
MappedCodeTransform,impact_code,v_4174,v_4174_impact_code,b,0.03388082237040167
MappedCodeTransform,deviation_code,v_4174,v_4174_deviation_code,a,1.358389116699088
MappedCodeTransform,deviation_code,v_4174,v_4174_deviation_code,b,1.5045523931591425
MappedCodeTransform,prevalence_code,v_4174,v_4174_prevalence_code,a,0.47
MappedCodeTransform,prevalence_code,v_4174,v_4174_prevalence_code,b,0.53
IndicatorCodeTransform,indicator_code,v_4174,v_4174_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_4174,v_4174_lev_a,a,1.0
MappedCodeTransform,impact_code,v_885,v_885_impact_code,a,0.01738626787453579
MappedCodeTransform,impact_code,v_885,v_885_impact_code,b,-0.011051833996181891
MappedCodeTransform,deviation_code,v_885,v_885_deviation_code,a,1.2399957880227068
MappedCodeTransform,deviation_code,v_885,v_885_deviation_code,b,1.5400506694343976
MappedCodeTransform,prevalence_code,v_885,v_885_prevalence_code,a,0.36
MappedCodeTransform,prevalence_code,v_885,v_885_prevalence_code,b,0.64
IndicatorCodeTransform,indicator_code,v_885,v_885_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_885,v_885_lev_a,a,1.0
MappedCodeTransform,impact_code,v_1013,v_1013_impact_code,a,0.00636784011763489
MappedCodeTransform,impact_code,v_1013,v_1013_impact_code,b,-0.006074094407083829
MappedCodeTransform,deviation_code,v_1013,v_1013_deviation_code,a,1.4212205928909816
MappedCodeTransform,deviation_code,v_1013,v_1013_deviation_code,b,1.4600651107923195
MappedCodeTransform,prevalence_code,v_1013,v_1013_prevalence_code,a,0.5
MappedCodeTransform,prevalence_code,v_1013,v_1013_prevalence_code,b,0.5
IndicatorCodeTransform,indicator_code,v_1013,v_1013_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_1013,v_1013_lev_a,a,1.0
MappedCodeTransform,impact_code,v_425,v_425_impact_code,a,0.00021615232935732467
MappedCodeTransform,impact_code,v_425,v_425_impact_code,b,-0.0002720743621909265
MappedCodeTransform,deviation_code,v_425,v_425_deviation_code,a,1.5260301195925876
MappedCodeTransform,deviation_code,v_425,v_425_deviation_code,b,1.3556745984051346
MappedCodeTransform,prevalence_code,v_425,v_425_prevalence_code,a,0.49
MappedCodeTransform,prevalence_code,v_425,v_425_prevalence_code,b,0.51
IndicatorCodeTransform,indicator_code,v_425,v_425_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_425,v_425_lev_a,a,1.0
MappedCodeTransform,impact_code,v_3997,v_3997_impact_code,a,0.09567106591993835
MappedCodeTransform,impact_code,v_3997,v_3997_impact_code,b,-0.09987725533204467
MappedCodeTransform,deviation_code,v_3997,v_3997_deviation_code,a,1.5298703378666436
MappedCodeTransform,deviation_code,v_3997,v_3997_deviation_code,b,1.3385416547332298
MappedCodeTransform,prevalence_code,v_3997,v_3997_prevalence_code,a,0.47
MappedCodeTransform,prevalence_code,v_3997,v_3997_prevalence_code,b,0.53
IndicatorCodeTransform,indicator_code,v_3997,v_3997_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_3997,v_3997_lev_a,a,1.0
MappedCodeTransform,impact_code,v_3477,v_3477_impact_code,a,0.4270866088966595
MappedCodeTransform,impact_code,v_3477,v_3477_impact_code,b,-0.3361686724207269
MappedCodeTransform,deviation_code,v_3477,v_3477_deviation_code,a,1.2886669011365026
MappedCodeTransform,deviation_code,v_3477,v_3477_deviation_code,b,1.4439987647633274
MappedCodeTransform,prevalence_code,v_3477,v_3477_prevalence_code,a,0.44
MappedCodeTransform,prevalence_code,v_3477,v_3477_prevalence_code,b,0.56
IndicatorCodeTransform,indicator_code,v_3477,v_3477_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_3477,v_3477_lev_a,a,1.0
MappedCodeTransform,impact_code,v_3531,v_3531_impact_code,a,0.0010522014613885658
MappedCodeTransform,impact_code,v_3531,v_3531_impact_code,b,-0.0018077908747687387
MappedCodeTransform,deviation_code,v_3531,v_3531_deviation_code,a,1.6101633849267745
MappedCodeTransform,deviation_code,v_3531,v_3531_deviation_code,b,1.212967152268903
MappedCodeTransform,prevalence_code,v_3531,v_3531_prevalence_code,a,0.54
MappedCodeTransform,prevalence_code,v_3531,v_3531_prevalence_code,b,0.46
IndicatorCodeTransform,indicator_code,v_3531,v_3531_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_3531,v_3531_lev_b,b,1.0
MappedCodeTransform,impact_code,v_4214,v_4214_impact_code,a,0.001204530207272138
MappedCodeTransform,impact_code,v_4214,v_4214_impact_code,b,-0.0015830296094589429
MappedCodeTransform,deviation_code,v_4214,v_4214_deviation_code,a,1.530614622208065
MappedCodeTransform,deviation_code,v_4214,v_4214_deviation_code,b,1.3287200541182578
MappedCodeTransform,prevalence_code,v_4214,v_4214_prevalence_code,a,0.54
MappedCodeTransform,prevalence_code,v_4214,v_4214_prevalence_code,b,0.46
IndicatorCodeTransform,indicator_code,v_4214,v_4214_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_4214,v_4214_lev_b,b,1.0
MappedCodeTransform,impact_code,v_180,v_180_impact_code,a,0.22036128184914588
MappedCodeTransform,impact_code,v_180,v_180_impact_code,b,-0.23288343079439028
MappedCodeTransform,deviation_code,v_180,v_180_deviation_code,a,1.2899670877065543
MappedCodeTransform,deviation_code,v_180,v_180_deviation_code,b,1.5448520833729937
MappedCodeTransform,prevalence_code,v_180,v_180_prevalence_code,a,0.54
MappedCodeTransform,prevalence_code,v_180,v_180_prevalence_code,b,0.46
IndicatorCodeTransform,indicator_code,v_180,v_180_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_180,v_180_lev_b,b,1.0
MappedCodeTransform,impact_code,v_4079,v_4079_impact_code,a,-0.013892064412480837
MappedCodeTransform,impact_code,v_4079,v_4079_impact_code,b,0.011780362681952372
MappedCodeTransform,deviation_code,v_4079,v_4079_deviation_code,a,1.3732318214673278
MappedCodeTransform,deviation_code,v_4079,v_4079_deviation_code,b,1.4944984853084906
MappedCodeTransform,prevalence_code,v_4079,v_4079_prevalence_code,a,0.46
MappedCodeTransform,prevalence_code,v_4079,v_4079_prevalence_code,b,0.54
IndicatorCodeTransform,indicator_code,v_4079,v_4079_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_4079,v_4079_lev_a,a,1.0
MappedCodeTransform,impact_code,v_3720,v_3720_impact_code,a,-0.08020211917014418
MappedCodeTransform,impact_code,v_3720,v_3720_impact_code,b,0.09389842069412077
MappedCodeTransform,deviation_code,v_3720,v_3720_deviation_code,a,1.483380110925288
MappedCodeTransform,deviation_code,v_3720,v_3720_deviation_code,b,1.3709295619363477
MappedCodeTransform,prevalence_code,v_3720,v_3720_prevalence_code,a,0.54
MappedCodeTransform,prevalence_code,v_3720,v_3720_prevalence_code,b,0.46
IndicatorCodeTransform,indicator_code,v_3720,v_3720_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_3720,v_3720_lev_b,b,1.0
MappedCodeTransform,impact_code,v_1619,v_1619_impact_code,a,0.0003441737010845937
MappedCodeTransform,impact_code,v_1619,v_1619_impact_code,b,-0.00036426646209498795
MappedCodeTransform,deviation_code,v_1619,v_1619_deviation_code,a,1.4586498840749345
MappedCodeTransform,deviation_code,v_1619,v_1619_deviation_code,b,1.4185701723578616
MappedCodeTransform,prevalence_code,v_1619,v_1619_prevalence_code,a,0.57
MappedCodeTransform,prevalence_code,v_1619,v_1619_prevalence_code,b,0.43
IndicatorCodeTransform,indicator_code,v_1619,v_1619_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_1619,v_1619_lev_b,b,1.0
MappedCodeTransform,impact_code,v_2389,v_2389_impact_code,a,0.01907132611762053
MappedCodeTransform,impact_code,v_2389,v_2389_impact_code,b,-0.014874826351350588
MappedCodeTransform,deviation_code,v_2389,v_2389_deviation_code,a,1.3408533226737611
MappedCodeTransform,deviation_code,v_2389,v_2389_deviation_code,b,1.5068176621904887
MappedCodeTransform,prevalence_code,v_2389,v_2389_prevalence_code,a,0.42
MappedCodeTransform,prevalence_code,v_2389,v_2389_prevalence_code,b,0.58
IndicatorCodeTransform,indicator_code,v_2389,v_2389_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_2389,v_2389_lev_a,a,1.0
MappedCodeTransform,impact_code,v_1472,v_1472_impact_code,a,0.05367944632882442
MappedCodeTransform,impact_code,v_1472,v_1472_impact_code,b,-0.05189253648110465
MappedCodeTransform,deviation_code,v_1472,v_1472_deviation_code,a,1.3423697338714458
MappedCodeTransform,deviation_code,v_1472,v_1472_deviation_code,b,1.5572681261988353
MappedCodeTransform,prevalence_code,v_1472,v_1472_prevalence_code,a,0.58
MappedCodeTransform,prevalence_code,v_1472,v_1472_prevalence_code,b,0.42
IndicatorCodeTransform,indicator_code,v_1472,v_1472_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_1472,v_1472_lev_b,b,1.0
MappedCodeTransform,impact_code,v_578,v_578_impact_code,a,-0.10730726088783424
MappedCodeTransform,impact_code,v_578,v_578_impact_code,b,0.11074270255233408
MappedCodeTransform,deviation_code,v_578,v_578_deviation_code,a,1.4156102880162662
MappedCodeTransform,deviation_code,v_578,v_578_deviation_code,b,1.4460197895607918
MappedCodeTransform,prevalence_code,v_578,v_578_prevalence_code,a,0.52
MappedCodeTransform,prevalence_code,v_578,v_578_prevalence_code,b,0.48
IndicatorCodeTransform,indicator_code,v_578,v_578_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_578,v_578_lev_b,b,1.0
MappedCodeTransform,impact_code,v_618,v_618_impact_code,a,-0.0285903873770283
MappedCodeTransform,impact_code,v_618,v_618_impact_code,b,0.024991951979432533
MappedCodeTransform,deviation_code,v_618,v_618_deviation_code,a,1.351524017506235
MappedCodeTransform,deviation_code,v_618,v_618_deviation_code,b,1.5350690914611143
